Customer_Age,Gender,Dependent,Education,Marital,Income,KCategory,onBook,Relationship,Inactive,ContactNum,CLimit,Revolving,Open,Amt_41,TransAmt,TransCt,Ct_41,Utilization,Importance,MustHave,Group,Essential,DropLevel,Class
56,F,2,High School,Married,Less than $40K,Blue,46,4,3,3,12734.64709,774,8699,1.338236691,1146.569566,61,0.906,0.065309483,0.889788571,12,2,1.26365727,9,2
44,M,1,Uneducated,Married,$120K +,Blue,33,2,2,3,12672.50108,773,33458,1.334541311,1148.434415,84,0.585,0.065502207,0.898513469,81,0,5.315204009,3,1
59,F,1,Graduate,Single,Unknown,Blue,36,3,2,3,12642.30352,780,10031,1.339849485,1142.764845,29,0.074,0.05770063,0.163307476,15,0,8.88480005,6,2
52,F,4,Uneducated,Divorced,Unknown,Blue,42,4,4,1,12681.81125,774,12091,1.332131078,1146.134735,74,0.805,0.061857971,0.756253901,25,1,3.250526449,8,2
42,F,3,High School,Married,$40K - $60K,Blue,34,6,3,1,12711.67961,781,204,1.332645224,1142.872187,40,0.379,0.059790723,0.501423773,62,1,8.414489803,9,2
54,M,4,High School,Single,$80K - $120K,Blue,39,1,3,3,12737.03515,778,5308,1.335664415,1141.929647,69,1.029,0.065049162,0.367413105,41,4,5.268273867,9,1
45,M,4,Graduate,Married,Less than $40K,Blue,36,1,2,3,12706.46704,775,6184,1.337049574,1141.817989,115,0.797,0.065265287,0.051565772,29,2,0.199909667,6,1
54,M,2,Graduate,Single,$60K - $80K,Blue,36,5,3,1,12692.89654,777,11798,1.333667492,1148.120575,78,0.66,0.05640481,0.743812785,62,1,5.659525004,9,1
48,M,2,Doctorate,Single,$40K - $60K,Blue,42,6,3,2,12727.07267,777,2760,1.338471417,1145.463375,34,0.214,0.064542005,0.353600092,93,1,2.006476469,6,2
53,M,3,Unknown,Married,$40K - $60K,Blue,41,6,1,2,12678.25897,776,725,1.333892706,1140.895017,41,0.577,0.064329917,0.916583321,58,1,1.645338463,4,1
37,F,0,Graduate,Divorced,$40K - $60K,Blue,28,4,3,1,12722.87369,776,1920,1.337128472,1143.767716,81,0.841,0.061121097,0.140881516,17,0,8.732173621,4,1
54,M,2,Unknown,Married,$40K - $60K,Blue,44,4,3,2,12730.53129,774,385,1.331771049,1144.755329,26,0.444,0.061617368,0.319863042,55,4,8.01064666,3,2
39,F,3,Doctorate,Married,Less than $40K,Blue,33,6,4,2,12724.59736,776,571,1.336230222,1142.911788,69,0.683,0.063449541,0.991743537,32,3,5.657100094,5,1
48,M,4,High School,Single,$120K +,Blue,39,3,4,4,12731.63777,773,24593,1.330931479,1140.467122,31,0.55,0.05881268,0.908801399,59,0,6.342729572,3,2
38,F,4,Graduate,Married,Less than $40K,Blue,30,3,1,2,12718.03411,774,4249,1.331685296,1146.330933,53,0.71,0.057137495,0.647722986,26,2,5.640927155,0,1
44,F,1,Uneducated,Divorced,Less than $40K,Blue,37,1,2,3,12692.3114,777,4359,1.33798664,1148.228597,75,0.829,0.058220304,0.756835869,45,4,4.901745701,10,1
45,F,5,College,Single,$40K - $60K,Silver,39,3,2,2,12693.18553,774,14450,1.330033721,1146.71543,81,0.588,0.060266707,0.422383649,47,1,8.827245529,9,1
51,F,1,Graduate,Single,Less than $40K,Blue,37,4,3,4,12647.60755,777,3705,1.330461496,1144.436406,76,0.652,0.062621393,0.031654477,88,3,6.011274297,2,1
65,M,1,Graduate,Single,Unknown,Blue,53,6,2,3,12684.71911,781,8988,1.337792084,1143.357352,70,0.75,0.061710729,0.936169156,95,4,1.771667455,7,1
44,F,4,Post-Graduate,Single,Less than $40K,Blue,32,3,1,2,12715.87154,775,913,1.337126028,1139.69075,70,0.75,0.064881927,0.523295194,46,3,2.180627971,3,1
50,F,3,High School,Married,$40K - $60K,Blue,40,1,3,3,12702.02006,776,1620,1.336998905,1145.100277,91,0.517,0.062711644,0.658613413,61,4,7.583459454,4,1
39,M,2,Doctorate,Single,$60K - $80K,Blue,27,4,1,3,12651.44216,775,5341,1.336625575,1143.997379,47,0.808,0.064970592,0.734856107,73,2,4.060330619,2,1
37,M,1,Graduate,Married,$40K - $60K,Blue,17,3,1,4,12736.00326,779,3350,1.335804596,1144.036144,61,0.694,0.060358811,0.650691707,2,2,9.109818634,8,1
37,F,1,Graduate,Married,$40K - $60K,Blue,29,5,2,2,12654.88855,781,3509,1.335720523,1147.867915,32,0.684,0.064975479,0.732608576,14,2,9.682445833,8,1
62,F,1,Post-Graduate,Married,Less than $40K,Blue,53,3,1,3,12707.27716,780,1438.3,1.331624107,1147.782151,31,0.409,0.058268605,0.702905739,57,4,8.805982623,3,1
55,F,2,Unknown,Single,Unknown,Blue,36,4,3,2,12642.30122,779,8696,1.334348462,1142.970179,47,0.424,0.059074735,0.323438999,38,3,1.292401739,6,2
52,M,0,Graduate,Single,$60K - $80K,Blue,46,4,2,4,12707.73436,774,9675,1.337008054,1145.596426,60,0.818,0.063796431,0.432464679,76,1,8.255543213,5,1
38,F,0,Graduate,Married,Unknown,Blue,28,5,3,3,12737.15948,777,15250,1.335588159,1144.652868,33,0.571,0.058989113,0.348448031,89,2,1.133113538,8,1
32,F,3,Post-Graduate,Married,$40K - $60K,Blue,26,4,3,3,12711.71613,775,1090,1.334933702,1140.884456,83,1.075,0.064800982,0.27014258,79,4,7.748815316,5,1
39,M,2,Graduate,Married,$80K - $120K,Blue,22,5,4,2,12696.65097,782,2623,1.333088342,1145.927146,36,0.714,0.056146628,0.112762207,36,4,4.087745032,8,1
48,M,4,Post-Graduate,Single,$80K - $120K,Blue,36,6,2,3,12665.43412,773,28005,1.332424517,1145.433999,27,0.929,0.062942846,0.817787286,2,1,4.977090018,0,1
51,M,3,High School,Single,$80K - $120K,Silver,38,5,3,4,12647.19926,780,32714,1.339162982,1144.635622,80,0.569,0.064696779,0.274119824,78,2,4.644419538,3,1
51,M,4,Graduate,Single,$120K +,Blue,36,2,1,1,12721.01268,782,1021,1.331392631,1146.28262,71,0.821,0.058147641,0.614601438,96,5,7.373258694,7,1
52,M,3,Graduate,Single,$60K - $80K,Blue,36,4,2,2,12715.73491,776,7408,1.338924262,1146.075152,77,0.75,0.062485246,0.442874653,36,2,4.670631025,4,1
40,F,4,Graduate,Single,Less than $40K,Blue,22,4,2,3,12680.63097,781,1438.3,1.339533458,1142.904936,45,0.452,0.065454004,0.720167179,49,3,1.94491272,8,2
39,F,1,Graduate,Married,Unknown,Blue,30,3,2,3,12689.78999,773,1560,1.335640355,1144.677047,46,0.438,0.058510895,0.926524217,86,3,5.073638852,7,1
49,F,1,Graduate,Single,Less than $40K,Blue,41,6,1,3,12681.27473,773,1438.3,1.33645254,1147.718592,82,1.05,0.058021627,0.93691781,55,0,5.382324038,6,1
36,M,4,Graduate,Single,$60K - $80K,Blue,36,3,2,1,12689.26964,775,18732,1.333745455,1142.23295,74,1.312,0.060772139,0.80371003,78,1,4.759778956,9,1
38,F,2,Graduate,Married,Less than $40K,Blue,18,5,3,3,12740.06001,774,480,1.331371898,1147.958214,68,0.511,0.063574022,0.266756019,60,4,3.78712946,1,1
42,F,3,Unknown,Married,Less than $40K,Blue,36,2,3,3,12650.31476,782,1062,1.334706829,1140.774848,74,0.805,0.059500881,0.773059746,23,4,0.509317489,3,1
54,F,1,Graduate,Single,Less than $40K,Blue,45,3,5,5,12740.67759,781,1438.3,1.332609042,1146.077851,39,0.444,0.064827908,0.499272345,53,4,5.593774949,6,2
51,F,3,High School,Single,$40K - $60K,Blue,36,6,5,2,12694.25472,777,1935,1.337629838,1146.852883,60,0.818,0.062680815,0.089115627,99,4,0.63674757,1,1
57,M,2,Graduate,Single,$120K +,Blue,51,3,5,3,12643.64091,781,8760,1.332079228,1139.143168,39,0.56,0.058739646,0.240187566,90,3,8.636794796,2,2
52,F,3,Graduate,Married,$40K - $60K,Blue,36,6,4,2,12679.18036,782,875,1.330989574,1148.305246,84,0.68,0.056584121,0.644223328,51,2,4.031942783,9,1
44,M,5,Unknown,Married,$60K - $80K,Silver,38,3,2,2,12733.55307,778,32593,1.339757233,1142.186199,66,0.535,0.064706037,0.347122284,25,2,8.130561651,9,1
40,M,2,Unknown,Single,$60K - $80K,Blue,27,6,2,3,12729.96427,773,12283,1.337599589,1146.063581,41,0.323,0.05697705,0.435984699,57,2,2.761287514,8,2
49,F,1,Doctorate,Single,Less than $40K,Blue,40,1,2,3,12681.95025,779,2960,1.339518837,1144.203726,63,0.75,0.064954023,0.315473611,69,0,8.959951776,8,1
52,M,2,Graduate,Single,$80K - $120K,Blue,36,6,2,2,12642.82816,778,14866,1.339607637,1145.92856,59,0.639,0.05658107,0.488372547,59,5,9.038978274,2,1
49,F,1,Post-Graduate,Divorced,$40K - $60K,Blue,44,6,5,2,12737.34452,776,726,1.336157338,1142.848682,69,0.725,0.058849307,0.602032308,57,5,3.815051909,7,1
43,M,2,Graduate,Single,$80K - $120K,Blue,36,4,1,4,12740.74219,777,11074,1.338262956,1141.05547,67,0.675,0.064549443,0.986019408,14,1,2.103139399,7,1
55,F,1,High School,Single,Less than $40K,Blue,43,4,2,0,12685.66702,776,1166,1.330663221,1144.142025,39,0.444,0.056765712,0.930897274,45,2,5.197703849,4,1
43,F,4,High School,Unknown,Less than $40K,Silver,31,6,2,2,12740.64792,779,13651,1.333853155,1146.07725,71,0.775,0.056455582,0.180561586,52,2,3.399774877,8,2
59,F,0,Post-Graduate,Single,$40K - $60K,Blue,40,5,3,3,12692.13733,774,990,1.339998615,1143.529878,71,0.732,0.060494876,0.155097206,85,2,3.963162116,4,1
37,M,2,Unknown,Single,$40K - $60K,Blue,24,6,2,4,12699.72318,775,10226,1.33060489,1142.43923,44,0.571,0.06279995,0.717648901,41,5,1.155866856,1,2
51,M,2,Uneducated,Single,$60K - $80K,Blue,40,4,2,2,12713.93763,781,20907,1.338808223,1143.644642,62,0.676,0.057893804,0.988486665,49,2,9.259785411,3,1
52,F,2,Post-Graduate,Single,Less than $40K,Blue,34,3,3,3,12660.71287,773,4588,1.3347344,1145.600036,89,0.589,0.058348623,0.099100111,91,2,1.977480015,6,1
50,F,2,Unknown,Married,Less than $40K,Blue,39,3,3,2,12709.31769,772,2046,1.332696973,1146.711064,71,0.578,0.062003617,0.238916805,67,3,1.843546755,6,1
42,F,4,Graduate,Single,$40K - $60K,Blue,30,6,3,3,12716.6173,776,11236,1.336227756,1147.074462,66,0.692,0.063013702,0.414549291,27,3,3.096687693,4,2
47,F,1,Uneducated,Single,Less than $40K,Blue,32,6,2,2,12715.64713,779,501,1.330297353,1140.295183,85,0.809,0.056651279,0.498783616,77,1,0.275583662,9,1
49,F,3,Unknown,Married,Less than $40K,Blue,36,1,1,3,12709.74138,776,2661,1.33829581,1139.114532,126,0.826,0.056081106,0.663154602,71,1,6.9419223,10,1
54,F,2,Post-Graduate,Married,Less than $40K,Blue,47,3,4,3,12712.31203,775,1438.3,1.33289418,1145.348799,22,0.375,0.06286913,0.120476744,90,4,8.286766055,5,2
45,F,3,High School,Single,$40K - $60K,Blue,36,3,1,1,12681.17082,779,551,1.334781063,1147.56418,61,0.906,0.062277806,0.658957862,81,3,8.551532987,5,1
39,M,3,College,Married,$80K - $120K,Blue,30,2,3,3,12643.66645,777,4618,1.339242224,1147.285095,49,0.75,0.065917982,0.746758276,20,1,1.007314991,0,2
43,F,4,Unknown,Single,Less than $40K,Blue,38,2,1,2,12646.70459,776,3220,1.333296332,1142.090255,90,0.698,0.059890795,0.041282225,79,4,6.528080991,10,1
45,F,2,Graduate,Unknown,$40K - $60K,Blue,36,4,3,4,12669.34693,773,3894,1.337287637,1140.659518,76,0.81,0.057363987,0.588999208,58,3,0.676202342,9,1
44,F,4,College,Married,$40K - $60K,Blue,27,1,1,2,12724.529,772,666,1.33275717,1147.553311,63,0.853,0.056547014,0.56378821,67,3,0.094012455,10,1
39,F,2,Graduate,Single,Less than $40K,Blue,27,1,3,3,12690.68435,778,627.3,1.331861569,1148.659931,46,0.278,0.056830831,0.127593961,82,4,7.277880831,1,2
48,M,2,High School,Single,$80K - $120K,Blue,36,3,2,4,12642.93343,781,8532,1.333152008,1145.181879,82,0.783,0.063552955,0.321551238,46,3,0.192510853,5,1
44,F,3,Graduate,Single,Less than $40K,Blue,17,1,2,3,12706.50062,780,7712,1.333466853,1144.997899,102,0.759,0.060210694,0.577015876,74,4,8.846528904,4,1
51,M,2,Graduate,Married,$120K +,Silver,36,1,1,2,12722.58967,776,32814,1.333500602,1139.303677,98,0.849,0.056476091,0.077006736,27,1,1.049286377,4,1
37,F,3,Unknown,Married,Less than $40K,Blue,25,6,2,1,12722.22829,781,764.3,1.339092345,1141.229288,31,0.722,0.065365445,0.840680793,58,2,7.115113637,8,1
32,M,1,Graduate,Single,Unknown,Blue,26,6,3,4,12645.40919,780,17009,1.339340702,1140.304819,55,0.774,0.060393423,0.582841014,24,1,6.822084696,3,1
45,F,3,High School,Single,Less than $40K,Blue,36,6,2,3,12733.22083,777,917,1.333592338,1144.222201,85,0.932,0.060686215,0.119224006,20,3,5.748929448,6,1
60,M,1,High School,Married,$40K - $60K,Blue,47,3,1,3,12686.72032,774,8798,1.333693268,1145.93927,95,0.9,0.060291241,0.4323748,12,0,9.800640076,4,1
49,F,5,Graduate,Divorced,Unknown,Blue,35,6,3,4,12665.26395,776,2561,1.330894145,1147.10981,41,0.864,0.062376004,0.637010823,68,2,5.12152343,5,1
47,M,4,Unknown,Married,$60K - $80K,Blue,36,4,5,2,12683.99928,775,8836,1.332306075,1146.627398,108,0.588,0.06316467,0.805586255,7,4,0.898980085,7,1
52,M,2,Uneducated,Single,$120K +,Blue,36,3,2,1,12726.55321,772,1248,1.337400882,1143.483629,73,0.921,0.05813511,0.382371089,59,4,7.496295934,2,1
41,F,2,Post-Graduate,Single,Less than $40K,Blue,35,6,3,2,12732.48106,777,8666,1.337084594,1143.113808,71,0.578,0.06194062,0.163410765,59,2,3.284813855,2,1
52,M,3,College,Married,$120K +,Blue,47,3,2,4,12679.61103,781,6355,1.337136258,1145.784683,74,0.947,0.057863073,0.928064181,82,4,9.86463179,4,1
34,F,2,Graduate,Single,Less than $40K,Blue,27,4,1,1,12708.07766,773,725,1.338617676,1145.452571,52,0.857,0.059964482,0.267707941,95,2,1.784878025,8,1
57,F,2,High School,Married,$40K - $60K,Blue,45,2,1,3,12648.7397,780,1438.3,1.333698745,1145.925371,35,0.842,0.065453021,0.008402015,62,1,9.434435035,4,2
59,F,0,Unknown,Single,Less than $40K,Blue,40,5,2,2,12658.56398,774,769,1.332816927,1141.569431,76,0.551,0.063354259,0.945606754,19,1,3.772211403,2,1
40,F,4,Unknown,Married,$40K - $60K,Blue,30,1,3,4,12680.63403,774,839,1.337688083,1140.503475,39,0.147,0.063755733,0.75911086,20,1,9.807248352,8,2
50,M,2,Uneducated,Married,$120K +,Blue,40,3,1,1,12654.30827,779,32645,1.330902169,1141.843542,75,0.364,0.062748465,0.631209263,67,4,0.052758551,1,1
51,M,2,Post-Graduate,Married,$120K +,Blue,45,5,2,1,12647.58695,775,656,1.336500552,1148.594373,73,0.622,0.05895925,0.155303459,23,5,9.473020333,1,1
52,F,3,Post-Graduate,Single,Less than $40K,Blue,45,5,1,3,12647.83625,773,854,1.338921454,1143.314344,45,1.25,0.061376013,0.844232329,59,2,3.163764029,9,1
48,F,3,Graduate,Unknown,Less than $40K,Blue,36,1,1,3,12694.19852,773,3828,1.333557247,1141.041243,86,0.686,0.05929135,0.520040653,67,1,2.082189667,2,1
50,M,1,Graduate,Married,$80K - $120K,Silver,45,2,1,3,12654.31624,781,33591,1.333205591,1143.571617,84,0.68,0.057208228,0.451050363,99,3,6.74332465,6,1
49,F,2,College,Married,Less than $40K,Blue,40,1,2,1,12678.43459,774,820,1.332255258,1141.556029,82,0.745,0.065752093,0.523857326,18,2,0.684766667,3,1
48,F,3,Graduate,Divorced,Less than $40K,Blue,40,3,2,3,12728.76019,776,1514,1.330605738,1145.671132,37,0.609,0.060493036,0.896276477,1,3,4.415522491,5,1
46,M,3,Uneducated,Married,Less than $40K,Silver,33,5,2,2,12686.89667,781,12685,1.332555803,1148.197682,74,0.574,0.057250816,0.63448544,99,4,6.405167826,9,1
49,M,3,Unknown,Single,$80K - $120K,Blue,44,1,3,4,12679.9753,775,4384,1.336070755,1145.734617,49,0.581,0.063712437,0.456206326,97,4,5.929052005,5,2
40,F,3,Unknown,Divorced,Less than $40K,Blue,36,6,1,0,12707.49066,774,1287,1.333633148,1146.074664,27,1.25,0.063884352,0.566495642,53,4,4.319008082,3,1
38,M,2,High School,Divorced,$60K - $80K,Silver,25,1,2,3,12655.52351,774,25973,1.332064056,1145.172513,58,0.933,0.065582777,0.372760881,35,1,4.125020238,7,2
53,M,1,High School,Unknown,$120K +,Blue,34,2,1,2,12727.01563,779,7023,1.33172777,1148.557695,114,0.727,0.060768123,0.287228237,16,0,8.125288162,6,1
41,M,2,High School,Married,$80K - $120K,Blue,24,4,1,3,12685.33254,773,8262,1.333085627,1143.20422,39,0.625,0.061613058,0.595535556,0,5,6.310653734,7,1
45,F,3,Graduate,Married,Unknown,Blue,40,3,5,3,12700.73929,777,3756,1.333401827,1143.067149,41,0.414,0.065632111,0.847096509,58,0,8.697849479,8,2
49,M,4,Graduate,Single,$60K - $80K,Blue,36,1,4,5,12648.49265,778,4178,1.330215313,1142.401483,25,0.25,0.058792843,0.163988688,69,1,9.493543988,2,2
57,F,3,Unknown,Unknown,Less than $40K,Blue,43,5,3,2,12672.40245,779,1462,1.336276203,1148.249384,42,0.312,0.061998642,0.998670225,29,2,1.483231961,6,2
60,F,1,Graduate,Divorced,Less than $40K,Blue,53,5,5,3,12711.34515,779,1652,1.331693434,1143.48165,76,0.727,0.059873004,0.93312814,72,1,6.414571615,3,1
42,M,4,Uneducated,Unknown,$80K - $120K,Blue,36,6,5,1,12641.91177,773,252,1.331267797,1143.991406,80,0.667,0.058869283,0.803244373,17,5,3.258485318,6,1
35,F,1,Unknown,Married,Less than $40K,Blue,29,4,2,3,12667.29533,775,582.3,1.332596433,1142.622137,92,0.736,0.061009863,0.184325709,23,4,6.941125331,9,1
55,F,2,Graduate,Married,Less than $40K,Blue,42,5,3,3,12694.66158,782,1182,1.33361267,1144.387429,36,0.286,0.06144158,0.804383368,6,4,5.456185557,5,1
51,F,2,Unknown,Married,$40K - $60K,Blue,36,2,3,2,12719.12216,772,297.3,1.332574582,1145.276935,85,0.889,0.059310529,0.084582872,90,2,1.004906302,1,1
36,M,3,Unknown,Unknown,$80K - $120K,Blue,36,4,1,2,12687.2528,780,1815,1.330243519,1144.408967,34,0.36,0.061412191,0.691050209,19,4,8.143490253,5,2
47,F,4,Graduate,Married,Less than $40K,Blue,37,3,1,3,12679.71164,780,474,1.332459874,1144.67366,75,0.562,0.061749086,0.603198999,34,4,7.573730216,8,1
48,M,2,Graduate,Divorced,$80K - $120K,Blue,29,6,2,3,12728.24039,779,22592,1.33770008,1144.833455,75,0.786,0.059949205,0.611761912,89,1,0.840411373,5,1
37,F,2,Unknown,Single,Less than $40K,Blue,36,3,2,3,12654.75861,778,1534,1.335790285,1143.675493,39,0.393,0.065453913,0.540467492,62,1,2.292667114,6,2
37,F,1,Graduate,Married,Less than $40K,Blue,36,3,3,3,12664.20731,778,2703,1.339297897,1139.498441,32,0.6,0.065718203,0.566424622,2,1,6.029833274,7,1
29,F,0,College,Married,Less than $40K,Blue,19,2,1,2,12697.63081,775,744,1.330126711,1145.545711,54,0.742,0.060751453,0.961556381,65,4,9.928257126,8,2
49,M,5,Post-Graduate,Single,$40K - $60K,Silver,36,6,1,2,12643.15498,781,14226,1.33533507,1141.08546,78,0.95,0.059121401,0.527370549,26,1,9.18505617,5,1
37,M,0,Doctorate,Married,$120K +,Blue,22,3,3,4,12656.88652,781,8654,1.337710487,1140.31544,18,0.385,0.058567169,0.000632821,24,0,7.903491446,3,2
52,M,2,High School,Single,$80K - $120K,Blue,46,2,3,3,12675.01202,773,24569,1.338839787,1140.647227,94,0.469,0.057061231,0.137088556,29,2,3.35125034,6,1
39,M,3,Graduate,Single,$120K +,Blue,36,4,2,2,12677.89149,772,34516,1.338507834,1143.565351,55,0.667,0.063986337,0.989437406,88,4,9.287945858,9,1
46,M,3,Graduate,Married,$60K - $80K,Blue,37,6,3,3,12738.45291,773,18047,1.338531817,1141.23429,75,0.562,0.065769409,0.377754958,40,0,7.618852811,5,1
51,M,1,Unknown,Single,$60K - $80K,Blue,22,2,3,3,12695.5147,778,3071,1.330008942,1143.657088,116,0.785,0.06028165,0.580688026,97,4,0.967765802,10,1
45,F,5,Post-Graduate,Unknown,Less than $40K,Blue,36,5,2,3,12641.55614,773,1964,1.335296373,1145.679486,92,0.769,0.065294568,0.846337581,43,0,0.508124128,8,1
26,F,1,Graduate,Single,$40K - $60K,Blue,20,6,3,3,12671.70024,773,765.3,1.338890855,1145.155379,48,0.412,0.057294435,0.389985483,14,4,6.464414186,7,1
50,M,2,Graduate,Married,$80K - $120K,Blue,31,3,3,3,12715.43433,775,12585,1.332128368,1141.19872,62,0.55,0.0651659,0.162241852,23,0,3.018583026,5,2
57,F,2,Post-Graduate,Single,$40K - $60K,Blue,36,3,4,2,12672.32039,781,3155,1.331997453,1144.871589,82,0.783,0.061205548,0.997766003,43,4,3.235268339,8,1
52,F,2,Post-Graduate,Married,Less than $40K,Blue,40,2,2,1,12649.50767,779,4086,1.335660589,1142.053597,84,0.647,0.057520564,0.351605872,8,4,3.107726582,8,1
29,M,1,Post-Graduate,Married,Less than $40K,Blue,18,4,3,2,12649.99376,775,1497,1.333713584,1145.17622,48,0.846,0.06462352,0.49983715,19,2,5.508784578,5,1
47,F,3,Unknown,Married,$40K - $60K,Blue,36,4,3,6,12702.44061,775,5822,1.330200582,1140.111054,38,0.652,0.057671323,0.845505303,69,5,3.669139602,5,2
58,M,3,College,Married,$120K +,Blue,54,5,1,4,12644.80233,777,1364,1.3362934,1144.179095,21,0.4,0.063142835,0.026221272,76,3,4.659947761,2,1
39,F,2,Unknown,Unknown,$40K - $60K,Blue,28,1,2,3,12686.47712,781,4363,1.333625094,1139.310905,48,0.846,0.063122433,0.484382995,38,3,5.059502522,3,2
38,F,3,Unknown,Single,Less than $40K,Blue,30,6,2,2,12688.54733,778,1213,1.330420707,1143.367607,22,0.467,0.064312772,0.626101816,93,2,7.448346688,5,2
50,F,4,Graduate,Single,Less than $40K,Blue,44,2,3,2,12688.61653,774,684,1.33458447,1141.637223,42,0.355,0.05625263,0.168630483,50,4,6.36124267,8,2
44,F,1,Graduate,Unknown,Less than $40K,Blue,32,3,3,3,12662.69111,779,442,1.334523489,1139.798692,87,0.673,0.061228414,0.754472233,46,3,9.790630515,3,1
56,F,2,Uneducated,Single,Unknown,Blue,36,5,3,4,12704.42782,778,1202,1.332573003,1144.975443,72,0.565,0.064416713,0.645590435,29,3,3.024946231,6,1
26,M,0,College,Divorced,Less than $40K,Blue,36,5,2,3,12689.96013,779,3694,1.331430281,1141.343279,74,0.542,0.060456633,0.697482565,36,4,3.233835975,5,1
45,M,2,Graduate,Divorced,$40K - $60K,Blue,36,2,2,4,12736.1819,777,9569,1.334683799,1144.119316,35,0.25,0.064675341,0.178981965,23,4,9.504885628,3,2
51,F,4,Graduate,Single,Less than $40K,Blue,42,3,1,3,12692.82392,779,927,1.331287773,1139.053946,33,0.571,0.062294714,0.300552017,3,3,0.509506047,8,1
44,F,1,Graduate,Single,$40K - $60K,Blue,36,3,4,2,12683.97589,777,599,1.331851,1148.019317,74,0.805,0.057333202,0.95167112,22,3,4.851817176,6,1
38,M,2,Uneducated,Single,$40K - $60K,Blue,36,5,1,2,12661.05018,779,6086,1.333884163,1140.752624,51,0.545,0.061679201,0.36540085,97,4,3.882757707,8,1
46,M,4,Graduate,Divorced,$60K - $80K,Blue,41,4,2,1,12726.42195,782,3061,1.336040487,1139.514156,96,0.846,0.063006787,0.281891421,44,1,0.224391819,2,1
41,F,5,Uneducated,Single,$40K - $60K,Blue,26,4,3,4,12714.85778,780,1336,1.33222191,1148.353478,83,0.844,0.063084085,0.44107377,85,1,5.296913448,8,1
35,M,3,Graduate,Single,$80K - $120K,Blue,25,3,2,3,12652.17391,776,4455,1.336472402,1141.918487,49,0.531,0.0588976,0.47523476,45,3,1.171411946,4,1
39,F,1,Unknown,Married,$40K - $60K,Blue,36,3,1,1,12695.31019,782,1637,1.339862054,1143.321789,70,0.795,0.057887898,0.21542348,20,2,3.697738585,8,1
59,F,1,Doctorate,Married,Less than $40K,Blue,40,3,3,1,12693.09657,778,235,1.338005541,1140.315575,81,0.761,0.062927997,0.459793997,32,0,6.186601638,3,1
48,F,3,Graduate,Married,$40K - $60K,Blue,31,6,3,4,12692.05798,779,14899,1.336304085,1147.26953,26,0.368,0.058965627,0.421544294,72,1,3.198439814,4,2
49,M,1,College,Married,$60K - $80K,Blue,43,6,3,4,12643.94536,778,20476,1.332522813,1143.720254,48,0.714,0.063266455,0.362898868,69,1,1.204703823,5,1
40,M,3,Graduate,Single,$80K - $120K,Blue,34,3,3,4,12646.80136,775,21160,1.332066428,1139.875646,73,0.78,0.062375242,0.022727182,25,4,6.686493953,8,1
48,F,3,High School,Married,Unknown,Silver,36,4,2,3,12666.03061,773,30893,1.338330165,1140.360846,61,0.605,0.064343079,0.038476166,61,5,0.432032998,9,1
49,M,3,Unknown,Married,$40K - $60K,Blue,32,4,3,3,12711.93188,781,906,1.337852504,1146.12958,86,0.686,0.060867593,0.784748838,75,5,9.76906749,5,1
50,F,4,Uneducated,Single,$40K - $60K,Blue,22,5,2,3,12705.36863,773,6510,1.334651552,1140.60854,37,0.37,0.056485524,0.156769836,8,5,8.069413416,1,1
44,F,4,Unknown,Married,Less than $40K,Blue,28,5,2,3,12668.88088,776,2020,1.339458905,1141.516972,45,0.552,0.061433212,0.0954848,30,1,7.389680707,9,2
37,M,5,Post-Graduate,Married,$80K - $120K,Blue,26,2,1,2,12687.19576,778,14774,1.334265317,1145.033711,43,0.536,0.065438835,0.114904965,15,1,2.168551731,6,1
35,F,1,Graduate,Single,$40K - $60K,Blue,16,3,2,2,12672.44766,773,1198,1.334431128,1146.601159,75,0.596,0.063401121,0.197209781,25,3,2.58021577,7,1
55,F,3,Graduate,Unknown,Unknown,Blue,36,4,3,3,12703.312,778,6618,1.336280024,1148.735374,83,0.729,0.063140059,0.610084477,1,1,3.026765017,3,1
48,F,3,High School,Single,$40K - $60K,Blue,30,5,2,1,12649.59339,781,542,1.331703441,1148.925884,77,0.711,0.061775636,0.732081407,65,4,1.618272399,6,1
35,M,4,Graduate,Married,$120K +,Blue,30,4,3,4,12719.60029,778,33498,1.330572087,1139.73099,55,0.774,0.056542213,0.430138562,60,1,4.079389761,7,1
55,F,3,Post-Graduate,Single,$40K - $60K,Blue,46,4,3,2,12718.20434,780,4178,1.33832506,1139.498784,72,0.895,0.058353252,0.989152394,72,1,6.150836087,2,1
33,F,4,Graduate,Single,Less than $40K,Blue,22,5,1,2,12722.36832,774,784,1.338192863,1143.17065,99,0.707,0.057323298,0.585727753,89,2,4.564700305,5,1
54,M,2,High School,Married,$60K - $80K,Blue,50,3,1,3,12653.83173,782,1208,1.337480374,1148.968603,86,0.654,0.061167781,0.056749591,6,5,2.11950092,6,1
32,F,1,College,Divorced,Less than $40K,Blue,36,3,5,4,12714.50557,775,818,1.339799301,1143.496658,79,0.519,0.061509887,0.841415843,70,1,6.347305105,3,1
39,M,1,Graduate,Married,$60K - $80K,Blue,31,4,1,1,12732.48785,773,1623,1.334003905,1147.681635,35,1.333,0.060964215,0.553705242,95,5,9.408626947,7,1
57,M,1,Uneducated,Married,$120K +,Blue,36,6,2,3,12650.76595,782,22810,1.337006984,1142.035685,45,0.5,0.064118239,0.212992153,8,1,7.401274917,6,1
